round,seed,strategy,count,percentage
245,1024,coop,41441,0.53
245,1024,defect,9808,0.13
245,1024,exploitation,26751,0.34
246,1024,coop,41737,0.54
246,1024,defect,9800,0.13
246,1024,exploitation,26463,0.34
247,1024,coop,41590,0.53
247,1024,defect,9841,0.13
247,1024,exploitation,26569,0.34
248,1024,coop,43735,0.56
248,1024,defect,8159,0.1
248,1024,exploitation,26106,0.33
249,1024,coop,43943,0.56
249,1024,defect,8237,0.11
249,1024,exploitation,25820,0.33
250,1024,coop,44073,0.57
250,1024,defect,8438,0.11
250,1024,exploitation,25489,0.33
251,1024,coop,44434,0.57
251,1024,defect,7860,0.1
251,1024,exploitation,25706,0.33
252,1024,coop,44037,0.56
252,1024,defect,8091,0.1
252,1024,exploitation,25872,0.33
253,1024,coop,43797,0.56
253,1024,defect,8194,0.11
253,1024,exploitation,26009,0.33
254,1024,coop,44805,0.57
254,1024,defect,7512,0.1
254,1024,exploitation,25683,0.33
255,1024,coop,44457,0.57
255,1024,defect,7977,0.1
255,1024,exploitation,25566,0.33
256,1024,coop,43989,0.56
256,1024,defect,8261,0.11
256,1024,exploitation,25750,0.33
257,1024,coop,44075,0.57
257,1024,defect,8295,0.11
257,1024,exploitation,25630,0.33
258,1024,coop,43470,0.56
258,1024,defect,8436,0.11
258,1024,exploitation,26094,0.33
259,1024,coop,44677,0.57
259,1024,defect,7929,0.1
259,1024,exploitation,25394,0.33
260,1024,coop,44174,0.57
260,1024,defect,8009,0.1
260,1024,exploitation,25817,0.33
261,1024,coop,44707,0.57
261,1024,defect,7902,0.1
261,1024,exploitation,25391,0.33
262,1024,coop,42385,0.54
262,1024,defect,9296,0.12
262,1024,exploitation,26319,0.34
263,1024,coop,42419,0.54
263,1024,defect,9377,0.12
263,1024,exploitation,26204,0.34
264,1024,coop,40491,0.52
264,1024,defect,10791,0.14
264,1024,exploitation,26718,0.34
265,1024,coop,38354,0.49
265,1024,defect,12197,0.16
265,1024,exploitation,27449,0.35
266,1024,coop,38640,0.5
266,1024,defect,12010,0.15
266,1024,exploitation,27350,0.35
267,1024,coop,36946,0.47
267,1024,defect,13317,0.17
267,1024,exploitation,27737,0.36
268,1024,coop,37723,0.48
268,1024,defect,12456,0.16
268,1024,exploitation,27821,0.36
269,1024,coop,39566,0.51
269,1024,defect,11246,0.14
269,1024,exploitation,27188,0.35
270,1024,coop,39575,0.51
270,1024,defect,11270,0.14
270,1024,exploitation,27155,0.35
271,1024,coop,39517,0.51
271,1024,defect,11609,0.15
271,1024,exploitation,26874,0.34
272,1024,coop,39038,0.5
272,1024,defect,11970,0.15
272,1024,exploitation,26992,0.35
273,1024,coop,40437,0.52
273,1024,defect,10720,0.14
273,1024,exploitation,26843,0.34
274,1024,coop,41644,0.53
274,1024,defect,10213,0.13
274,1024,exploitation,26143,0.34
275,1024,coop,41345,0.53
275,1024,defect,10206,0.13
275,1024,exploitation,26449,0.34
276,1024,coop,41206,0.53
276,1024,defect,10443,0.13
276,1024,exploitation,26351,0.34
277,1024,coop,41521,0.53
277,1024,defect,10193,0.13
277,1024,exploitation,26286,0.34
278,1024,coop,41336,0.53
278,1024,defect,10081,0.13
278,1024,exploitation,26583,0.34
279,1024,coop,40929,0.52
279,1024,defect,10429,0.13
279,1024,exploitation,26642,0.34
280,1024,coop,38429,0.49
280,1024,defect,12182,0.16
280,1024,exploitation,27389,0.35
281,1024,coop,37920,0.49
281,1024,defect,12530,0.16
281,1024,exploitation,27550,0.35
282,1024,coop,37574,0.48
282,1024,defect,12969,0.17
282,1024,exploitation,27457,0.35
283,1024,coop,37994,0.49
283,1024,defect,12428,0.16
283,1024,exploitation,27578,0.35
284,1024,coop,40479,0.52
284,1024,defect,10721,0.14
284,1024,exploitation,26800,0.34
285,1024,coop,40479,0.52
285,1024,defect,10686,0.14
285,1024,exploitation,26835,0.34
286,1024,coop,40819,0.52
286,1024,defect,10576,0.14
286,1024,exploitation,26605,0.34
287,1024,coop,41128,0.53
287,1024,defect,10167,0.13
287,1024,exploitation,26705,0.34
288,1024,coop,41693,0.53
288,1024,defect,10006,0.13
288,1024,exploitation,26301,0.34
289,1024,coop,41029,0.53
289,1024,defect,10385,0.13
289,1024,exploitation,26586,0.34
290,1024,coop,41542,0.53
290,1024,defect,10129,0.13
290,1024,exploitation,26329,0.34
291,1024,coop,41966,0.54
291,1024,defect,9814,0.13
291,1024,exploitation,26220,0.34
292,1024,coop,42559,0.55
292,1024,defect,9233,0.12
292,1024,exploitation,26208,0.34
293,1024,coop,42087,0.54
293,1024,defect,9719,0.12
293,1024,exploitation,26194,0.34
294,1024,coop,42218,0.54
294,1024,defect,9697,0.12
294,1024,exploitation,26085,0.33
295,1024,coop,41426,0.53
295,1024,defect,10061,0.13
295,1024,exploitation,26513,0.34
296,1024,coop,43897,0.56
296,1024,defect,8719,0.11
296,1024,exploitation,25384,0.33
